model,year,price,transmission,mileage,fuelType,tax(£),mpg,engineSize,catergory_mileage,catergory_year,catergory_tax
I30,2019.0,19495.0,Manual,350.0,Petrol,145.0,42.2,1.4,0<10000,2015>2020,100>150
I30,2019.0,20495.0,Semi-Auto,350.0,Petrol,145.0,46.3,1.4,0<10000,2015>2020,100>150
Tucson,2019.0,23695.0,Manual,90.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
I10,2017.0,6795.0,Manual,16739.0,Petrol,20.0,60.1,1.0,10000>20000,2015>2020,<100
Tucson,2017.0,16995.0,Manual,21431.0,Diesel,145.0,58.9,2.0,20000>30000,2015>2020,100>150
I20,2016.0,7300.0,Manual,34826.0,Petrol,30.0,58.9,1.2,30000>40000,2015>2020,<100
Tucson,2018.0,16490.0,Manual,67250.0,Petrol,150.0,34.9,1.6,>60000,2015>2020,100>150
SantaFe,2016.0,20681.0,Semi-Auto,19201.0,Diesel,240.0,42.8,2.2,10000>20000,2015>2020,>200
I10,2018.0,8491.0,Manual,8702.0,Petrol,150.0,60.1,1.0,0<10000,2015>2020,100>150
I20,2016.0,7691.0,Manual,24377.0,Petrol,30.0,55.4,1.2,20000>30000,2015>2020,<100
I30,2014.0,9691.0,Automatic,29064.0,Diesel,165.0,51.4,1.6,20000>30000,2010>2015,150>200
Ioniq,2019.0,19899.0,Automatic,15439.0,Hybrid,135.0,62.8,1.6,10000>20000,2015>2020,100>150
SantaFe,2019.0,32149.0,Semi-Auto,10000.0,Diesel,145.0,39.2,2.2,0<10000,2015>2020,100>150
Tucson,2017.0,15849.0,Manual,24662.0,Diesel,145.0,61.4,1.7,20000>30000,2015>2020,100>150
Kona,2019.0,19995.0,Semi-Auto,25.0,Petrol,145.0,37.7,1.6,0<10000,2015>2020,100>150
Tucson,2019.0,17995.0,Manual,25.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
Tucson,2017.0,12495.0,Manual,34750.0,Diesel,145.0,61.7,1.7,30000>40000,2015>2020,100>150
I20,2014.0,6000.0,Manual,22998.0,Petrol,30.0,57.6,1.2,20000>30000,2010>2015,<100
Kona,2019.0,14969.0,Manual,12211.0,Petrol,145.0,44.1,1.0,10000>20000,2015>2020,100>150
I10,2018.0,9495.0,Semi-Auto,7957.0,Petrol,145.0,47.9,1.2,0<10000,2015>2020,100>150
I10,2019.0,10495.0,Semi-Auto,6082.0,Petrol,145.0,47.9,1.2,0<10000,2015>2020,100>150
I10,2017.0,7656.0,Manual,24108.0,Petrol,145.0,57.7,1.2,20000>30000,2015>2020,100>150
I30,2017.0,10995.0,Manual,16030.0,Petrol,145.0,56.5,1.0,10000>20000,2015>2020,100>150
Tucson,2018.0,18295.0,Manual,10300.0,Diesel,145.0,48.7,1.6,10000>20000,2015>2020,100>150
I20,2018.0,12750.0,Semi-Auto,816.0,Petrol,150.0,49.6,1.0,0<10000,2015>2020,100>150
IX35,2012.0,7499.0,Manual,28446.0,Petrol,200.0,41.5,1.6,20000>30000,2010>2015,150>200
I10,2012.0,2995.0,Manual,50800.0,Petrol,20.0,61.4,1.2,50000>60000,2010>2015,<100
I10,2013.0,3750.0,Manual,46000.0,Petrol,20.0,61.4,1.2,40000>50000,2010>2015,<100
IX35,2013.0,7996.0,Manual,51400.0,Diesel,145.0,53.3,1.7,50000>60000,2010>2015,100>150
I40,2015.0,5500.0,Manual,101500.0,Diesel,20.0,67.3,1.7,>60000,2010>2015,<100
I10,2010.0,2500.0,Manual,65555.0,Petrol,30.0,57.6,1.2,>60000,2005>2010,<100
I20,2014.0,4995.0,Manual,30750.0,Petrol,30.0,57.6,1.2,30000>40000,2010>2015,<100
I30,2013.0,4495.0,Manual,88000.0,Diesel,0.0,76.3,1.6,>60000,2010>2015,<100
I10,2014.0,5495.0,Manual,38751.0,Petrol,20.0,60.1,1.0,30000>40000,2010>2015,<100
Kona,2019.0,20995.0,Semi-Auto,3750.0,Petrol,145.0,37.7,1.6,0<10000,2015>2020,100>150
IX20,2017.0,10295.0,Automatic,9320.0,Petrol,145.0,43.5,1.6,0<10000,2015>2020,100>150
Ioniq,2018.0,16495.0,Automatic,8110.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
Tucson,2019.0,18695.0,Semi-Auto,7596.0,Petrol,150.0,36.2,1.6,0<10000,2015>2020,100>150
I10,2017.0,7795.0,Manual,6650.0,Petrol,150.0,60.1,1.0,0<10000,2015>2020,100>150
Kona,2019.0,19995.0,Semi-Auto,30.0,Petrol,145.0,37.7,1.6,0<10000,2015>2020,100>150
Ioniq,2020.0,20950.0,Semi-Auto,400.0,Hybrid,140.0,62.8,1.6,0<10000,2015>2020,100>150
I10,2010.0,1990.0,Manual,85640.0,Petrol,30.0,56.5,1.2,>60000,2005>2010,<100
I30,2010.0,3495.0,Manual,44670.0,Petrol,150.0,46.3,1.4,40000>50000,2005>2010,100>150
I40,2015.0,8495.0,Manual,22000.0,Diesel,20.0,67.3,1.7,20000>30000,2010>2015,<100
I20,2010.0,3695.0,Manual,35000.0,Petrol,125.0,54.3,1.2,30000>40000,2005>2010,100>150
I10,2014.0,4495.0,Manual,47000.0,Petrol,20.0,60.1,1.0,40000>50000,2010>2015,<100
Tucson,2008.0,2950.0,Manual,83000.0,Diesel,300.0,39.8,2.0,>60000,2005>2010,>200
I30,2009.0,2000.0,Manual,94000.0,Petrol,160.0,46.3,1.4,>60000,2005>2010,150>200
I20,2014.0,5499.0,Manual,22614.0,Petrol,30.0,57.6,1.2,20000>30000,2010>2015,<100
IX35,2014.0,8999.0,Manual,36189.0,Diesel,150.0,53.3,1.7,30000>40000,2010>2015,100>150
Tucson,2017.0,13995.0,Manual,16030.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
Tucson,2019.0,18995.0,Manual,90.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
SantaFe,2019.0,32995.0,Semi-Auto,30.0,Diesel,145.0,40.9,2.2,0<10000,2015>2020,100>150
I30,2019.0,23995.0,Manual,30.0,Petrol,145.0,34.0,2.0,0<10000,2015>2020,100>150
SantaFe,2019.0,32995.0,Semi-Auto,30.0,Diesel,145.0,40.9,2.2,0<10000,2015>2020,100>150
Tucson,2019.0,15995.0,Manual,13060.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
Kona,2019.0,14995.0,Manual,14880.0,Petrol,145.0,44.1,1.0,10000>20000,2015>2020,100>150
Tucson,2019.0,16195.0,Manual,4270.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
I10,2011.0,1999.0,Manual,92000.0,Petrol,20.0,61.4,1.2,>60000,2010>2015,<100
Tucson,2017.0,12490.0,Manual,45579.0,Diesel,30.0,61.7,1.7,40000>50000,2015>2020,<100
I30,2016.0,7750.0,Automatic,61034.0,Diesel,20.0,72.4,1.6,>60000,2015>2020,<100
I10,2017.0,6650.0,Manual,28965.0,Petrol,145.0,57.7,1.2,20000>30000,2015>2020,100>150
IX20,2015.0,7000.0,Manual,19705.0,Petrol,125.0,50.4,1.4,10000>20000,2010>2015,100>150
I30,2018.0,14000.0,Manual,8265.0,Petrol,145.0,52.3,1.4,0<10000,2015>2020,100>150
I20,2018.0,10000.0,Manual,11629.0,Petrol,145.0,55.4,1.2,10000>20000,2015>2020,100>150
Tucson,2019.0,14600.0,Manual,18432.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
Ioniq,2018.0,15000.0,Automatic,13727.0,Hybrid,135.0,78.5,1.6,10000>20000,2015>2020,100>150
I40,2015.0,8750.0,Manual,62106.0,Diesel,125.0,60.1,1.7,>60000,2010>2015,100>150
Tucson,2017.0,13600.0,Manual,23805.0,Petrol,145.0,44.8,1.6,20000>30000,2015>2020,100>150
Kona,2018.0,13300.0,Manual,13439.0,Petrol,145.0,52.3,1.0,10000>20000,2015>2020,100>150
Tucson,2018.0,13000.0,Manual,37079.0,Petrol,145.0,44.8,0.0,30000>40000,2015>2020,100>150
I10,2016.0,6300.0,Manual,17272.0,Petrol,20.0,61.4,0.0,10000>20000,2015>2020,<100
I10,2016.0,7000.0,Manual,12938.0,Petrol,20.0,61.4,1.0,10000>20000,2015>2020,<100
I10,2013.0,5000.0,Manual,28520.0,Petrol,20.0,61.4,0.0,20000>30000,2010>2015,<100
I10,2017.0,92000.0,Automatic,35460.0,Petrol,150.0,47.9,1.2,30000>40000,2015>2020,100>150
I20,2019.0,10795.0,Manual,5000.0,Petrol,145.0,46.3,1.2,0<10000,2015>2020,100>150
Tucson,2017.0,13795.0,Manual,10128.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
SantaFe,2016.0,17450.0,Manual,21972.0,Diesel,200.0,47.1,2.2,20000>30000,2015>2020,150>200
IX35,2014.0,7995.0,Manual,50993.0,Diesel,150.0,53.3,2.2,50000>60000,2010>2015,100>150
I10,2018.0,7658.0,Manual,13365.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
I10,2017.0,8295.0,Manual,11000.0,Petrol,30.0,57.7,1.2,10000>20000,2015>2020,<100
IX20,2016.0,8990.0,Automatic,39016.0,Petrol,160.0,43.5,1.6,30000>40000,2015>2020,150>200
I30,2017.0,9995.0,Semi-Auto,39621.0,Petrol,145.0,51.4,1.4,30000>40000,2015>2020,100>150
I30,2013.0,7990.0,Automatic,44538.0,Diesel,160.0,50.4,1.6,40000>50000,2010>2015,150>200
I10,2014.0,4995.0,Manual,50603.0,Petrol,20.0,60.1,1.0,50000>60000,2010>2015,<100
Tucson,2016.0,11490.0,Manual,28000.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
SantaFe,2014.0,14500.0,Manual,55000.0,Diesel,200.0,46.3,2.2,50000>60000,2010>2015,150>200
I30,2016.0,8650.0,Manual,20000.0,Diesel,0.0,78.4,1.6,10000>20000,2015>2020,<100
Tucson,2017.0,12395.0,Manual,17000.0,Petrol,150.0,44.8,1.6,10000>20000,2015>2020,100>150
I30,2015.0,8495.0,Manual,27584.0,Diesel,0.0,78.4,1.6,20000>30000,2010>2015,<100
I30,2016.0,8900.0,Manual,17000.0,Diesel,0.0,78.4,1.6,10000>20000,2015>2020,<100
I30,2016.0,8250.0,Manual,30000.0,Diesel,0.0,78.4,1.6,20000>30000,2015>2020,<100
Tucson,2015.0,11950.0,Manual,57000.0,Diesel,30.0,61.7,1.7,50000>60000,2010>2015,<100
I10,2018.0,8095.0,Manual,8878.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I10,2018.0,7500.0,Manual,9458.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
Tucson,2015.0,13000.0,Manual,7900.0,Diesel,30.0,61.7,1.7,0<10000,2010>2015,<100
I10,2017.0,7000.0,Manual,27191.0,Petrol,20.0,60.1,1.0,20000>30000,2015>2020,<100
I30,2015.0,8495.0,Manual,22992.0,Diesel,0.0,78.4,1.6,20000>30000,2010>2015,<100
IX20,2017.0,9995.0,Automatic,11058.0,Petrol,160.0,43.5,1.6,10000>20000,2015>2020,150>200
Tucson,2016.0,15199.0,Automatic,10682.0,Diesel,125.0,57.6,1.7,10000>20000,2015>2020,100>150
IX35,2014.0,9139.0,Manual,37095.0,Diesel,145.0,53.3,1.7,30000>40000,2010>2015,100>150
IX35,2015.0,12500.0,Automatic,24128.0,Diesel,260.0,41.5,2.0,20000>30000,2010>2015,>200
I20,2017.0,7775.0,Manual,29018.0,Petrol,30.0,55.4,1.2,20000>30000,2015>2020,<100
I30,2016.0,11275.0,Manual,38594.0,Diesel,0.0,78.4,1.6,30000>40000,2015>2020,<100
Tucson,2016.0,11995.0,Manual,28323.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
Tucson,2016.0,11799.0,Manual,52039.0,Diesel,30.0,61.7,1.7,50000>60000,2015>2020,<100
Tucson,2018.0,15249.0,Manual,9755.0,Petrol,145.0,44.8,1.6,0<10000,2015>2020,100>150
Tucson,2015.0,12490.0,Automatic,75000.0,Diesel,200.0,46.3,2.0,>60000,2010>2015,150>200
Tucson,2016.0,11990.0,Manual,42000.0,Diesel,30.0,61.7,1.7,40000>50000,2015>2020,<100
Tucson,2018.0,13990.0,Manual,19000.0,Petrol,145.0,34.9,1.6,10000>20000,2015>2020,100>150
IX35,2015.0,8490.0,Manual,39000.0,Diesel,145.0,54.3,1.7,30000>40000,2010>2015,100>150
Tucson,2016.0,9990.0,Manual,80000.0,Diesel,30.0,61.7,1.7,>60000,2015>2020,<100
I10,2019.0,8600.0,Manual,3821.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
Tucson,2016.0,11500.0,Manual,52455.0,Diesel,30.0,61.7,0.0,50000>60000,2015>2020,<100
I30,2015.0,6500.0,Manual,41000.0,Diesel,0.0,78.4,1.6,40000>50000,2010>2015,<100
I30,2016.0,9300.0,Manual,26834.0,Diesel,0.0,78.4,1.6,20000>30000,2015>2020,<100
I800,2017.0,13500.0,Automatic,41469.0,Diesel,145.0,33.6,2.5,40000>50000,2015>2020,100>150
I800,2018.0,15500.0,Manual,31312.0,Diesel,145.0,31.7,0.0,30000>40000,2015>2020,100>150
I10,2015.0,6200.0,Manual,25559.0,Petrol,30.0,57.6,1.2,20000>30000,2010>2015,<100
I10,2015.0,5300.0,Manual,47660.0,Petrol,20.0,60.1,0.0,40000>50000,2010>2015,<100
I10,2019.0,9400.0,Manual,4419.0,Petrol,145.0,60.1,0.0,0<10000,2015>2020,100>150
Ioniq,2018.0,14500.0,Automatic,28526.0,Hybrid,135.0,78.5,1.6,20000>30000,2015>2020,100>150
I10,2019.0,8491.0,Manual,5650.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I20,2018.0,9488.0,Manual,13951.0,Petrol,145.0,46.3,1.2,10000>20000,2015>2020,100>150
Tucson,2016.0,12799.0,Manual,27517.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
I10,2015.0,6000.0,Manual,25705.0,Petrol,20.0,60.1,1.0,20000>30000,2010>2015,<100
I30,2015.0,8375.0,Automatic,12939.0,Petrol,200.0,41.5,1.6,10000>20000,2010>2015,150>200
Tucson,2015.0,11999.0,Manual,38973.0,Diesel,125.0,58.9,2.0,30000>40000,2010>2015,100>150
I10,2017.0,7585.0,Manual,9273.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
SantaFe,2016.0,17733.0,Automatic,23656.0,Diesel,235.0,42.8,2.2,20000>30000,2015>2020,>200
I40,2018.0,14682.0,Manual,33195.0,Diesel,145.0,65.7,1.7,30000>40000,2015>2020,100>150
I30,2015.0,7275.0,Manual,39233.0,Diesel,0.0,78.4,1.6,30000>40000,2010>2015,<100
I40,2015.0,7952.0,Automatic,62143.0,Diesel,200.0,47.1,1.7,>60000,2010>2015,150>200
I10,2013.0,4589.0,Manual,33145.0,Petrol,20.0,61.4,1.2,30000>40000,2010>2015,<100
I30,2014.0,7174.0,Manual,38703.0,Diesel,0.0,76.3,1.6,30000>40000,2010>2015,<100
I10,2010.0,3695.0,Manual,41000.0,Petrol,30.0,57.6,1.2,40000>50000,2005>2010,<100
Accent,2000.0,1295.0,Automatic,47000.0,Petrol,150.0,38.7,1.3,40000>50000,2000>2005,100>150
I20,2015.0,7433.0,Manual,26846.0,Petrol,125.0,51.4,1.4,20000>30000,2010>2015,100>150
Terracan,2005.0,2895.0,Manual,130000.0,Diesel,325.0,32.8,2.9,>60000,2000>2005,>200
Getz,2007.0,1995.0,Manual,57000.0,Petrol,125.0,51.4,1.1,50000>60000,2005>2010,100>150
IX20,2011.0,6995.0,Automatic,38000.0,Petrol,200.0,43.6,1.6,30000>40000,2010>2015,150>200
Getz,2003.0,2395.0,Automatic,59000.0,Petrol,260.0,37.2,1.3,50000>60000,2000>2005,>200
IX20,2015.0,7495.0,Automatic,43000.0,Petrol,205.0,43.6,1.6,40000>50000,2010>2015,>200
I20,2014.0,5950.0,Manual,43911.0,Petrol,30.0,57.6,1.2,40000>50000,2010>2015,<100
I800,2019.0,17750.0,Manual,3844.0,Diesel,145.0,31.7,2.5,0<10000,2015>2020,100>150
Ioniq,2019.0,16995.0,Semi-Auto,831.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
I10,2018.0,7099.0,Manual,3048.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
I20,2017.0,7599.0,Manual,29804.0,Petrol,30.0,58.9,1.2,20000>30000,2015>2020,<100
I30,2015.0,7646.0,Manual,29786.0,Diesel,20.0,72.4,1.6,20000>30000,2010>2015,<100
I40,2018.0,12499.0,Automatic,32289.0,Diesel,145.0,60.1,1.7,30000>40000,2015>2020,100>150
I800,2017.0,12819.0,Manual,44812.0,Diesel,300.0,37.7,2.5,40000>50000,2015>2020,>200
I30,2018.0,9525.0,Manual,33811.0,Diesel,145.0,74.3,1.6,30000>40000,2015>2020,100>150
I30,2018.0,8921.0,Manual,12233.0,Petrol,145.0,57.7,1.0,10000>20000,2015>2020,100>150
IX35,2015.0,9199.0,Manual,38760.0,Diesel,145.0,53.3,1.7,30000>40000,2010>2015,100>150
Tucson,2017.0,11290.0,Manual,22759.0,Diesel,30.0,61.7,1.7,20000>30000,2015>2020,<100
I10,2017.0,6290.0,Manual,26315.0,Petrol,145.0,60.1,1.0,20000>30000,2015>2020,100>150
I10,2017.0,6490.0,Manual,26908.0,Petrol,20.0,60.1,1.0,20000>30000,2015>2020,<100
I40,2014.0,8921.0,Automatic,56078.0,Diesel,200.0,47.1,1.7,50000>60000,2010>2015,150>200
I10,2012.0,3250.0,Manual,64000.0,Petrol,20.0,61.4,1.2,>60000,2010>2015,<100
I10,2009.0,4490.0,Automatic,27152.0,Petrol,150.0,47.9,1.2,20000>30000,2005>2010,100>150
SantaFe,2018.0,29500.0,Automatic,9648.0,Diesel,145.0,39.2,2.2,0<10000,2015>2020,100>150
Kona,2018.0,12890.0,Manual,10200.0,Petrol,145.0,52.3,1.0,10000>20000,2015>2020,100>150
Tucson,2016.0,12150.0,Manual,30022.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
Tucson,2017.0,17390.0,Automatic,8169.0,Petrol,150.0,39.8,1.6,0<10000,2015>2020,100>150
I10,2016.0,5490.0,Manual,28601.0,Petrol,20.0,61.4,1.0,20000>30000,2015>2020,<100
I20,2017.0,7499.0,Manual,16035.0,Petrol,145.0,55.4,1.2,10000>20000,2015>2020,100>150
I800,2018.0,15999.0,Automatic,30459.0,Diesel,145.0,31.7,2.5,30000>40000,2015>2020,100>150
I10,2017.0,6836.0,Manual,16755.0,Petrol,20.0,60.1,1.0,10000>20000,2015>2020,<100
IX20,2013.0,7234.0,Automatic,48666.0,Petrol,200.0,43.6,1.6,40000>50000,2010>2015,150>200
Tucson,2016.0,11678.0,Manual,36469.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
I10,2016.0,6764.0,Manual,33794.0,Petrol,30.0,57.6,1.2,30000>40000,2015>2020,<100
I30,2016.0,9855.0,Manual,26844.0,Diesel,20.0,72.4,1.6,20000>30000,2015>2020,<100
I30,2016.0,7299.0,Manual,48975.0,Diesel,0.0,78.4,1.6,40000>50000,2015>2020,<100
I10,2016.0,5500.0,Manual,43778.0,Petrol,20.0,60.1,1.0,40000>50000,2015>2020,<100
Tucson,2016.0,11699.0,Manual,17841.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
I30,2017.0,9499.0,Manual,37069.0,Diesel,145.0,74.3,1.6,30000>40000,2015>2020,100>150
I30,2012.0,5995.0,Manual,64008.0,Diesel,30.0,64.2,1.6,>60000,2010>2015,<100
Ioniq,2018.0,16990.0,Automatic,3297.0,Hybrid,135.0,78.5,1.6,0<10000,2015>2020,100>150
I10,2016.0,6490.0,Manual,21611.0,Petrol,30.0,57.6,1.2,20000>30000,2015>2020,<100
IX20,2014.0,7250.0,Automatic,27082.0,Petrol,200.0,43.6,1.6,20000>30000,2010>2015,150>200
I30,2017.0,9517.0,Manual,38982.0,Diesel,145.0,74.3,1.6,30000>40000,2015>2020,100>150
Kona,2018.0,12343.0,Manual,8085.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I800,2018.0,15701.0,Manual,20896.0,Diesel,145.0,37.7,2.5,20000>30000,2015>2020,100>150
I30,2018.0,10399.0,Automatic,39893.0,Petrol,145.0,51.4,1.4,30000>40000,2015>2020,100>150
Tucson,2019.0,16999.0,Automatic,13797.0,Petrol,145.0,36.2,1.6,10000>20000,2015>2020,100>150
I30,2017.0,9499.0,Manual,33860.0,Diesel,145.0,74.3,1.6,30000>40000,2015>2020,100>150
I30,2017.0,9499.0,Manual,34817.0,Diesel,145.0,74.3,1.6,30000>40000,2015>2020,100>150
SantaFe,2014.0,14799.0,Automatic,51344.0,Diesel,260.0,41.5,2.2,50000>60000,2010>2015,>200
Tucson,2016.0,10991.0,Manual,108000.0,Diesel,125.0,58.9,2.0,>60000,2015>2020,100>150
SantaFe,2017.0,18990.0,Manual,19049.0,Diesel,200.0,47.1,2.2,10000>20000,2015>2020,150>200
Tucson,2017.0,14270.0,Manual,14752.0,Petrol,145.0,44.8,1.6,10000>20000,2015>2020,100>150
Tucson,2017.0,11650.0,Manual,34794.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
I30,2017.0,9995.0,Manual,40282.0,Diesel,150.0,74.3,1.6,40000>50000,2015>2020,100>150
I20,2017.0,8290.0,Manual,24496.0,Petrol,145.0,65.7,1.0,20000>30000,2015>2020,100>150
I10,2018.0,7499.0,Manual,6145.0,Petrol,145.0,60.1,1.0,0<10000,2015>2020,100>150
Kona,2018.0,12249.0,Manual,27177.0,Petrol,145.0,52.3,1.0,20000>30000,2015>2020,100>150
IX20,2017.0,11199.0,Automatic,4076.0,Petrol,145.0,43.5,1.6,0<10000,2015>2020,100>150
Tucson,2017.0,13999.0,Manual,13007.0,Petrol,145.0,44.8,1.6,10000>20000,2015>2020,100>150
I40,2013.0,5495.0,Manual,76698.0,Diesel,30.0,62.8,1.7,>60000,2010>2015,<100
I20,2018.0,9995.0,Manual,11254.0,Petrol,150.0,46.3,1.2,10000>20000,2015>2020,100>150
Tucson,2017.0,14500.0,Manual,4566.0,Diesel,30.0,61.7,1.7,0<10000,2015>2020,<100
Tucson,2017.0,13499.0,Manual,25089.0,Diesel,145.0,61.7,1.7,20000>30000,2015>2020,100>150
Ioniq,2016.0,13999.0,Automatic,42707.0,Hybrid,0.0,78.5,1.6,40000>50000,2015>2020,<100
I20,2014.0,4495.0,Manual,72506.0,Petrol,30.0,57.6,1.2,>60000,2010>2015,<100
Tucson,2016.0,10991.0,Manual,108000.0,Diesel,125.0,58.9,2.0,>60000,2015>2020,100>150
I30,2015.0,4492.0,Manual,124000.0,Diesel,0.0,78.4,1.6,>60000,2010>2015,<100
I30,2015.0,4492.0,Manual,124000.0,Diesel,0.0,78.4,1.6,>60000,2010>2015,<100
I40,2016.0,7393.0,Manual,100000.0,Diesel,30.0,65.7,1.7,>60000,2015>2020,<100
I10,2011.0,2488.0,Manual,94138.0,Petrol,20.0,61.4,1.2,>60000,2010>2015,<100
IX35,2012.0,5588.0,Manual,82833.0,Petrol,200.0,41.5,1.6,>60000,2010>2015,150>200
I10,2018.0,7497.0,Manual,11841.0,Petrol,145.0,60.1,1.0,10000>20000,2015>2020,100>150
Kona,2019.0,14497.0,Manual,2499.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
I20,2013.0,4783.0,Manual,55894.0,Petrol,30.0,57.6,1.2,50000>60000,2010>2015,<100
I20,2019.0,9699.0,Manual,10926.0,Petrol,145.0,46.3,1.2,10000>20000,2015>2020,100>150
Tucson,2019.0,15499.0,Manual,9841.0,Petrol,145.0,34.9,1.6,0<10000,2015>2020,100>150
IX35,2012.0,5790.0,Manual,64992.0,Petrol,205.0,41.5,1.6,>60000,2010>2015,>200
I40,2015.0,7640.0,Manual,61599.0,Diesel,30.0,65.7,1.7,>60000,2010>2015,<100
SantaFe,2017.0,16989.0,Manual,27287.0,Diesel,145.0,47.1,2.2,20000>30000,2015>2020,100>150
Tucson,2018.0,19970.0,Automatic,20000.0,Diesel,150.0,46.3,1.6,10000>20000,2015>2020,100>150
Tucson,2017.0,14470.0,Manual,36000.0,Diesel,30.0,61.4,1.7,30000>40000,2015>2020,<100
IX20,2011.0,4750.0,Manual,23000.0,Petrol,120.0,50.4,1.4,20000>30000,2010>2015,100>150
I10,2010.0,2950.0,Manual,62000.0,Petrol,30.0,56.5,1.2,>60000,2005>2010,<100
I30,2015.0,6950.0,Manual,36000.0,Petrol,145.0,47.1,1.4,30000>40000,2010>2015,100>150
I10,2017.0,5724.0,Manual,33803.0,Petrol,145.0,60.1,1.0,30000>40000,2015>2020,100>150
I30,2016.0,7999.0,Manual,73635.0,Diesel,20.0,72.4,1.6,>60000,2015>2020,<100
I10,2017.0,6000.0,Manual,43233.0,Petrol,145.0,57.7,1.2,40000>50000,2015>2020,100>150
I30,2018.0,10375.0,Manual,34153.0,Petrol,145.0,54.3,1.0,30000>40000,2015>2020,100>150
IX20,2016.0,9000.0,Manual,21686.0,Petrol,125.0,50.4,1.4,20000>30000,2015>2020,100>150
Kona,2019.0,14245.0,Manual,2642.0,Petrol,145.0,44.1,1.0,0<10000,2015>2020,100>150
Tucson,2018.0,12825.0,Manual,6816.0,Petrol,145.0,44.8,1.6,0<10000,2015>2020,100>150
Tucson,2017.0,11698.0,Manual,13673.0,Petrol,145.0,44.8,1.6,10000>20000,2015>2020,100>150
I30,2012.0,4980.0,Manual,52548.0,Petrol,150.0,47.1,1.4,50000>60000,2010>2015,100>150
I20,2010.0,3995.0,Manual,60000.0,Petrol,125.0,54.3,1.2,50000>60000,2005>2010,100>150
Tucson,2017.0,15995.0,Manual,14000.0,Diesel,30.0,61.7,1.7,10000>20000,2015>2020,<100
Tucson,2016.0,12499.0,Manual,32481.0,Diesel,30.0,61.7,1.7,30000>40000,2015>2020,<100
Tucson,2016.0,13499.0,Automatic,42597.0,Diesel,200.0,47.1,2.0,40000>50000,2015>2020,150>200
IX35,2013.0,7999.0,Manual,55736.0,Diesel,200.0,48.7,2.0,50000>60000,2010>2015,150>200
Tucson,2016.0,13399.0,Automatic,31828.0,Diesel,125.0,57.6,1.7,30000>40000,2015>2020,100>150
Tucson,2018.0,13799.0,Manual,16346.0,Diesel,145.0,61.7,1.7,10000>20000,2015>2020,100>150
I30,2013.0,6000.0,Manual,47246.0,Petrol,145.0,47.1,1.4,40000>50000,2010>2015,100>150
Tucson,2017.0,13000.0,Manual,10726.0,Diesel,150.0,61.7,1.6,10000>20000,2015>2020,100>150
Ioniq,2018.0,14200.0,Automatic,40735.0,Hybrid,135.0,78.5,1.6,40000>50000,2015>2020,100>150
IX20,2017.0,9399.0,Automatic,7809.0,Petrol,160.0,43.5,1.6,0<10000,2015>2020,150>200
I800,2019.0,16199.0,Manual,21457.0,Diesel,145.0,31.7,2.5,20000>30000,2015>2020,100>150
Tucson,2016.0,11199.0,Manual,69894.0,Diesel,30.0,61.7,1.7,>60000,2015>2020,<100
SantaFe,2013.0,10149.0,Manual,55998.0,Diesel,200.0,46.3,2.2,50000>60000,2010>2015,150>200
I10,2017.0,7999.0,Automatic,20664.0,Petrol,145.0,47.9,1.2,20000>30000,2015>2020,100>150
SantaFe,2016.0,16499.0,Automatic,29448.0,Diesel,260.0,41.5,2.2,20000>30000,2015>2020,>200
I20,2013.0,6999.0,Automatic,30536.0,Petrol,145.0,47.1,1.4,30000>40000,2010>2015,100>150
I10,2014.0,5499.0,Manual,45495.0,Petrol,30.0,57.6,1.2,40000>50000,2010>2015,<100
I10,2017.0,6500.0,Manual,30490.0,Petrol,145.0,60.1,1.0,30000>40000,2015>2020,100>150
