type,title,director,country,date_added,release_year,rating,duration,listed_in,latitude,longitude
TV Show,Churchill’s Secret Agents: The New Recruits,Not Given,United Kingdom,6/29/2018,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV",51.5099,-0.118
TV Show,Kiss Me First,Not Given,United Kingdom,6/29/2018,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",51.5099,-0.118
TV Show,Hotel Transylvania,Not Given,United States,6/26/2018,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",37.0902,-95.7129
TV Show,Marvel's Luke Cage,Not Given,United States,6/22/2018,2018,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",37.0902,-95.7129
TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,Not Given,United States,6/18/2018,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",37.0902,-95.7129
TV Show,Dinosaur King,Not Given,Japan,6/2/2018,2008,TV-Y7,2 Seasons,"Anime Series, Kids' TV",36.2048,138.2529
TV Show,November 13: Attack on Paris,Not Given,France,6/1/2018,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",46.6035,1.8883
TV Show,Unbreakable Kimmy Schmidt,Not Given,United States,5/30/2018,2019,TV-14,4 Seasons,TV Comedies,37.0902,-95.7129
TV Show,Arrested Development,Not Given,United States,5/29/2018,2019,TV-MA,5 Seasons,TV Comedies,37.0902,-95.7129
TV Show,The Break with Michelle Wolf,Not Given,United States,5/27/2018,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",37.0902,-95.7129
TV Show,Something in the Rain,Not Given,South Korea,5/26/2018,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",35.9078,127.7669
TV Show,Trollhunters,Not Given,United States,5/25/2018,2018,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",37.0902,-95.7129
TV Show,Mob Psycho 100,Not Given,Japan,5/22/2018,2018,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",36.2048,138.2529
TV Show,Inspector Gadget,Not Given,Canada,5/18/2018,2017,TV-Y7,4 Seasons,"Crime TV Shows, Kids' TV, TV Comedies",56.1304,-106.3468
TV Show,Saint Seiya: The Lost Canvas,Not Given,Japan,5/15/2018,2009,TV-MA,1 Season,"Anime Series, International TV Shows",36.2048,138.2529
TV Show,Flint Town,Not Given,United States,3/2/2018,2018,TV-MA,1 Season,"Docuseries, Science & Nature TV",37.0902,-95.7129
TV Show,Bill Nye Saves the World,Not Given,United States,5/11/2018,2018,TV-14,3 Seasons,Stand-Up Comedy & Talk Shows,37.0902,-95.7129
TV Show,The Who Was? Show,Not Given,United States,5/11/2018,2018,TV-PG,1 Season,"Kids' TV, TV Comedies",37.0902,-95.7129
TV Show,A Little Help with Carol Burnett,Not Given,United States,5/4/2018,2018,TV-G,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",37.0902,-95.7129
TV Show,Kong: King of the Apes,Not Given,United States,5/4/2018,2018,TV-Y7,2 Seasons,Kids' TV,37.0902,-95.7129
Movie,Pocoyo Halloween: Space Halloween,Not Given,United States,5/1/2018,2015,TV-Y,40 min,Movies,37.0902,-95.7129
TV Show,Simon,Not Given,France,5/1/2018,2016,TV-Y,1 Season,Kids' TV,46.6035,1.8883
TV Show,Black Crows,Not Given,Saudi Arabia,4/30/2018,2017,TV-14,1 Season,"International TV Shows, TV Dramas",23.9347,45.4059
TV Show,Charité,Not Given,Germany,4/19/2018,2017,TV-MA,1 Season,"International TV Shows, TV Dramas",51.1657,10.4515
TV Show,The Chalet,Not Given,France,4/17/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",46.6035,1.8883
TV Show,The Honeymoon Stand Up Special,Not Given,United States,4/17/2018,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",37.0902,-95.7129
TV Show,The Magic School Bus Rides Again,Not Given,United States,4/13/2018,2018,TV-Y,2 Seasons,Kids' TV,37.0902,-95.7129
TV Show,AMO,Not Given,Philippines,4/9/2018,2017,TV-MA,1 Season,"International TV Shows, TV Dramas",12.4061,122.8902
TV Show,Troy,Not Given,United Kingdom,4/6/2018,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",51.5099,-0.118
TV Show,Wakfu,Not Given,France,4/6/2018,2017,TV-PG,3 Seasons,Kids' TV,46.6035,1.8883
TV Show,Star Trek: The Next Generation,Not Given,United States,4/2/2018,1993,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",37.0902,-95.7129
TV Show,Fallet,Not Given,Sweden,4/1/2018,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",62.7404,16.3882
TV Show,Loaded,Not Given,United Kingdom,4/1/2018,2017,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",51.5099,-0.118
TV Show,Doctor Foster,Not Given,United Kingdom,3/31/2018,2017,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",51.5099,-0.118
TV Show,Rapture,Not Given,United States,3/30/2018,2018,TV-MA,1 Season,Docuseries,37.0902,-95.7129
TV Show,Trailer Park Boys,Not Given,Canada,3/30/2018,2018,TV-MA,12 Seasons,"Classic & Cult TV, Crime TV Shows, International TV Shows",56.1304,-106.3468
TV Show,Trump: An American Dream,Not Given,United Kingdom,3/30/2018,2018,TV-14,1 Season,Docuseries,51.5099,-0.118
TV Show,Requiem,Not Given,United Kingdom,3/23/2018,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",51.5099,-0.118
TV Show,The Standups,Not Given,United States,3/20/2018,2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",37.0902,-95.7129
TV Show,Edha,Not Given,Argentina,3/16/2018,2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",-35.2982,-65.1078
TV Show,Wild Wild Country,Not Given,United States,3/16/2018,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries",37.0902,-95.7129
TV Show,Secret of the Nile,Not Given,Egypt,3/15/2018,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",26.8206,30.8028
TV Show,Tabula Rasa,Not Given,Belgium,3/15/2018,2017,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",50.5272,4.7732
TV Show,Children of the Whales,Not Given,Japan,3/13/2018,2017,TV-14,1 Season,"Anime Series, International TV Shows",36.2048,138.2529
TV Show,Collateral,Not Given,United Kingdom,3/9/2018,2018,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",51.5099,-0.118
TV Show,Bad Guys: Vile City,Not Given,South Korea,3/8/2018,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",35.9078,127.7669
TV Show,Borderliner,Not Given,Norway,3/6/2018,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",61.898,9.4043
TV Show,21 Thunder,Not Given,Canada,3/1/2018,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",56.1304,-106.3468
Movie,Adel Karam: Live from Beirut,Not Given,United States,3/1/2018,2018,TV-MA,59 min,Stand-Up Comedy,37.0902,-95.7129
Movie,Derren Brown: The Push,Not Given,United Kingdom,2/27/2018,2018,TV-MA,69 min,Movies,51.5099,-0.118
TV Show,Best Lover,Not Given,South Korea,2/23/2018,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",35.9078,127.7669
TV Show,Marseille,Not Given,France,2/23/2018,2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers",46.6035,1.8883
TV Show,Seven Seconds,Not Given,United States,2/23/2018,2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas",37.0902,-95.7129
TV Show,Hitler's Circle of Evil,Not Given,United Kingdom,2/22/2018,2017,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows",51.5099,-0.118
TV Show,The Frankenstein Chronicles,Not Given,United Kingdom,2/20/2018,2017,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",51.5099,-0.118
TV Show,Dragons: Race to the Edge,Not Given,United States,2/16/2018,2018,TV-Y7,6 Seasons,"Kids' TV, TV Action & Adventure",37.0902,-95.7129
TV Show,Everything Sucks!,Not Given,United States,2/16/2018,2018,TV-14,1 Season,"TV Comedies, TV Dramas, Teen TV Shows",37.0902,-95.7129
TV Show,Re:Mind,Not Given,Japan,2/15/2018,2017,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",36.2048,138.2529
TV Show,Valor,Not Given,United States,2/6/2018,2017,TV-14,1 Season,"TV Action & Adventure, TV Dramas",37.0902,-95.7129
TV Show,Coach Snoop,Not Given,United States,2/2/2018,2018,TV-MA,1 Season,"Docuseries, Reality TV",37.0902,-95.7129
Movie,Liberated: The New Sexual Revolution,Not Given,United States,2/1/2018,2017,TV-MA,86 min,Documentaries,37.0902,-95.7129
TV Show,Retribution,Not Given,United Kingdom,1/30/2018,2016,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",51.5099,-0.118
Movie,Mau Nieto: Viviendo sobrio… desde el bar,Not Given,Mexico,1/26/2018,2018,TV-MA,57 min,Stand-Up Comedy,23.6345,-102.5528
TV Show,The Adventures of Puss in Boots,Not Given,United States,1/26/2018,2018,TV-Y7,6 Seasons,"Kids' TV, TV Comedies",37.0902,-95.7129
TV Show,Prison Playbook,Not Given,South Korea,1/24/2018,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies",35.9078,127.7669
TV Show,The Shannara Chronicles,Not Given,United States,1/22/2018,2018,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",37.0902,-95.7129
TV Show,Love and Hong Kong,Not Given,Japan,1/20/2018,2017,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",36.2048,138.2529
TV Show,Tiempos de guerra,Not Given,Spain,1/18/2018,2017,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",40.4637,-3.7492
Movie,Katt Williams: Great America,Not Given,United States,1/16/2018,2018,TV-MA,60 min,Stand-Up Comedy,37.0902,-95.7129
TV Show,Disjointed,Not Given,United States,1/12/2018,2018,TV-MA,2 Seasons,TV Comedies,37.0902,-95.7129
Movie,Alejandro Riaño: Especial de stand up,Not Given,Colombia,1/10/2018,2018,TV-MA,60 min,Stand-Up Comedy,3.2807,-73.5052
TV Show,Episodes,Not Given,United Kingdom,1/6/2018,2017,TV-MA,5 Seasons,"Classic & Cult TV, TV Comedies",51.5099,-0.118
TV Show,Fullmetal Alchemist,Not Given,Japan,1/1/2018,2003,TV-14,1 Season,"Anime Series, International TV Shows",36.2048,138.2529
TV Show,Lovesick,Not Given,United Kingdom,1/1/2018,2018,TV-MA,3 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",51.5099,-0.118
TV Show,Pokémon: Indigo League,Not Given,Japan,1/1/2018,2000,TV-Y7,1 Season,"Anime Series, Kids' TV",36.2048,138.2529
TV Show,The Frozen Dead,Not Given,France,1/1/2018,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",46.6035,1.8883
TV Show,La Mante,Not Given,France,12/29/2017,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",46.6035,1.8883
TV Show,72 Dangerous Animals: Latin America,Not Given,Australia,12/22/2017,2017,TV-14,1 Season,"Docuseries, International TV Shows, Science & Nature TV",-25.2744,133.7751
TV Show,The Indian Detective,Not Given,Canada,12/19/2017,2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",56.1304,-106.3468
TV Show,"Hello, My Twenties!",Not Given,South Korea,12/18/2017,2017,TV-MA,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows",35.9078,127.7669
TV Show,Wormwood,Not Given,United States,12/15/2017,2017,TV-14,1 Season,"Crime TV Shows, Docuseries",37.0902,-95.7129
TV Show,Halt and Catch Fire,Not Given,United States,12/14/2017,2017,TV-14,4 Seasons,TV Dramas,37.0902,-95.7129
TV Show,All Hail King Julien,Not Given,United States,12/1/2017,2017,TV-Y7,5 Seasons,"Kids' TV, TV Comedies",37.0902,-95.7129
TV Show,Dhia Sofea,Not Given,Malaysia,12/1/2017,2015,TV-14,1 Season,"International TV Shows, TV Dramas",5.2503,101.9543
Movie,DreamWorks Home: For the Holidays,Not Given,United States,12/1/2017,2017,TV-Y,46 min,"Children & Family Movies, Comedies, Music & Musicals",37.0902,-95.7129
TV Show,Kantaro: The Sweet Tooth Salaryman,Not Given,Japan,12/1/2017,2017,TV-PG,1 Season,"International TV Shows, TV Comedies",36.2048,138.2529
TV Show,TURN: Washington's Spies,Not Given,United States,12/1/2017,2017,TV-14,4 Seasons,TV Dramas,37.0902,-95.7129
TV Show,Man Down,Not Given,United Kingdom,11/30/2017,2017,TV-MA,4 Seasons,"British TV Shows, International TV Shows, TV Comedies",51.5099,-0.118
TV Show,Broadchurch,Not Given,United Kingdom,11/27/2017,2017,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",51.5099,-0.118
TV Show,The Many Faces of Ito,Not Given,Japan,11/24/2017,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",36.2048,138.2529
TV Show,Argon,Not Given,South Korea,11/22/2017,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",35.9078,127.7669
TV Show,Godless,Not Given,United States,11/22/2017,2017,TV-MA,1 Season,TV Dramas,37.0902,-95.7129
TV Show,Longmire,Not Given,United States,11/17/2017,2017,TV-MA,6 Seasons,"Crime TV Shows, TV Dramas",37.0902,-95.7129
TV Show,Luna Petunia,Not Given,United States,11/17/2017,2017,TV-Y,3 Seasons,Kids' TV,37.0902,-95.7129
TV Show,Shot in the Dark,Not Given,United States,11/17/2017,2017,TV-MA,1 Season,Reality TV,37.0902,-95.7129
TV Show,The Irregular at Magic High School,Not Given,Japan,11/15/2017,2014,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows",36.2048,138.2529
TV Show,The Method,Not Given,Russia,11/15/2017,2015,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",62.1874,99.0598
TV Show,Blazing Transfer Students,Not Given,Japan,11/10/2017,2017,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",36.2048,138.2529
TV Show,Lady Dynamite,Not Given,United States,11/10/2017,2017,TV-MA,2 Seasons,TV Comedies,37.0902,-95.7129
TV Show,Fate/Apocrypha,Not Given,Japan,11/7/2017,2017,TV-MA,2 Seasons,"Anime Series, International TV Shows",36.2048,138.2529
TV Show,Project Mc²,Not Given,United States,11/7/2017,2017,TV-G,6 Seasons,Kids' TV,37.0902,-95.7129
TV Show,Alias Grace,Not Given,Canada,11/3/2017,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",56.1304,-106.3468
TV Show,Together,Not Given,Singapore,11/1/2017,2009,TV-14,1 Season,"International TV Shows, TV Dramas",1.281,103.8502
TV Show,Beyond Stranger Things,Not Given,United States,10/27/2017,2017,TV-14,1 Season,"Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy",37.0902,-95.7129
TV Show,The Mist,Not Given,Canada,10/24/2017,2017,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",56.1304,-106.3468
TV Show,W1A,Not Given,United Kingdom,10/24/2017,2017,TV-MA,3 Seasons,"British TV Shows, TV Comedies",51.5099,-0.118
TV Show,Haters Back Off,Not Given,United States,10/20/2017,2017,TV-PG,2 Seasons,"TV Comedies, Teen TV Shows",37.0902,-95.7129
TV Show,The Day I Met El Chapo,Not Given,United States,10/20/2017,2017,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",37.0902,-95.7129
TV Show,Seven and Me,Not Given,France,10/15/2017,2017,TV-Y,1 Season,Kids' TV,46.6035,1.8883
TV Show,West Coast Customs,Not Given,United States,10/15/2017,2015,TV-G,6 Seasons,"Docuseries, Reality TV",37.0902,-95.7129
TV Show,ID-0,Not Given,Japan,10/6/2017,2017,TV-PG,1 Season,"Anime Series, International TV Shows",36.2048,138.2529
TV Show,Kibaoh Klashers,Not Given,China,10/6/2017,2017,TV-Y7,2 Seasons,Kids' TV,35.8617,104.1954
TV Show,Beyblade Burst,Not Given,Japan,10/1/2017,2016,TV-Y7,1 Season,"Anime Series, Kids' TV",36.2048,138.2529
TV Show,Equestria Girls: Tales of Canterlot High,Not Given,United States,10/1/2017,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",37.0902,-95.7129
TV Show,Noddy Toyland Detective,Not Given,France,10/1/2017,2016,TV-Y,2 Seasons,Kids' TV,46.6035,1.8883
TV Show,Star Trek: Enterprise,Not Given,United States,10/1/2017,2004,TV-14,4 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy",37.0902,-95.7129
TV Show,Star Trek: Voyager,Not Given,United States,10/1/2017,2000,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",37.0902,-95.7129
TV Show,Sudden,Not Given,Singapore,10/1/2017,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1.281,103.8502
TV Show,The Dream Catchers,Not Given,Singapore,10/1/2017,2009,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1.281,103.8502
TV Show,What She Put on the Table,Not Given,Taiwan,10/1/2017,2017,TV-14,1 Season,"International TV Shows, TV Dramas",23.6978,120.9605
TV Show,The Royal House of Windsor,Not Given,United Kingdom,9/30/2017,2017,TV-MA,1 Season,"British TV Shows, Docuseries, International TV Shows",51.5099,-0.118
TV Show,Paul Hollywood's Big Continental Road Trip,Not Given,United Kingdom,9/29/2017,2017,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows",51.5099,-0.118
TV Show,Real Rob,Not Given,United States,9/29/2017,2017,TV-MA,2 Seasons,TV Comedies,37.0902,-95.7129
TV Show,Terrace House: Aloha State,Not Given,United States,9/26/2017,2017,TV-14,4 Seasons,"International TV Shows, Reality TV",37.0902,-95.7129
TV Show,Dark Matter,Not Given,Canada,9/25/2017,2017,TV-14,3 Seasons,"TV Sci-Fi & Fantasy, TV Thrillers",56.1304,-106.3468
TV Show,VeggieTales in the City,Not Given,United States,9/15/2017,2017,TV-Y,2 Seasons,Kids' TV,37.0902,-95.7129
TV Show,Offspring,Not Given,Australia,9/13/2017,2017,TV-MA,7 Seasons,"TV Comedies, TV Dramas",-25.2744,133.7751
TV Show,Apaches,Not Given,Spain,9/8/2017,2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",40.4637,-3.7492
TV Show,Fire Chasers,Not Given,United States,9/8/2017,2017,TV-MA,1 Season,"Docuseries, Science & Nature TV",37.0902,-95.7129
TV Show,Justice in the City,Not Given,Pakistan,10/1/2017,2012,TV-14,1 Season,"International TV Shows, TV Dramas",30.3753,69.3451
TV Show,No Tomorrow,Not Given,United States,9/5/2017,2016,TV-PG,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",37.0902,-95.7129
TV Show,Reign,Not Given,United States,9/5/2017,2017,TV-14,4 Seasons,TV Dramas,37.0902,-95.7129
TV Show,Frequency,Not Given,United States,9/4/2017,2016,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",37.0902,-95.7129
TV Show,The Vampire Diaries,Not Given,United States,9/4/2017,2016,TV-14,8 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",37.0902,-95.7129
TV Show,A Boy Name Flora A,Not Given,Taiwan,9/1/2017,2017,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",23.6978,120.9605
TV Show,A House of Blocks,Not Given,Taiwan,9/1/2017,2017,TV-PG,1 Season,"International TV Shows, TV Dramas, TV Horror",23.6978,120.9605
Movie,Chadi Jawani Budhe Nu,Not Given,India,9/1/2017,1976,TV-PG,135 min,"Comedies, International Movies, Romantic Movies",20.5937,78.9629
TV Show,FINAL FANTASY XIV Dad of Light,Not Given,Japan,9/1/2017,2017,TV-PG,1 Season,"International TV Shows, TV Dramas",36.2048,138.2529
TV Show,Gurren Lagann,Not Given,Japan,9/1/2017,2007,TV-14,1 Season,"Anime Series, International TV Shows",36.2048,138.2529
TV Show,High Risk,Not Given,United States,9/1/2017,1988,TV-PG,1 Season,"Docuseries, Reality TV",37.0902,-95.7129
TV Show,LEGO Elves: Secrets of Elvendale,Not Given,United States,9/1/2017,2017,TV-Y7,1 Season,Kids' TV,37.0902,-95.7129
TV Show,Narcos,Not Given,United States,9/1/2017,2017,TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",37.0902,-95.7129
TV Show,Dinotrux,Not Given,United States,8/18/2017,2017,TV-Y7,5 Seasons,Kids' TV,37.0902,-95.7129
TV Show,Marvel's The Defenders,Not Given,United States,8/18/2017,2017,TV-MA,1 Season,"Crime TV Shows, TV Action & Adventure, TV Dramas",37.0902,-95.7129
TV Show,20 Minutes,Not Given,Turkey,8/15/2017,2013,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",38.9637,35.2433
TV Show,Million Yen Women,Not Given,Japan,8/15/2017,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",36.2048,138.2529
TV Show,Wet Hot American Summer: Ten Years Later,Not Given,United States,8/4/2017,2017,TV-MA,1 Season,TV Comedies,37.0902,-95.7129
TV Show,Bountiful Blessings,Not Given,Singapore,8/1/2017,2011,TV-14,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",1.281,103.8502
TV Show,Close Your Eyes Before It’s Dark,Not Given,Taiwan,8/1/2017,2016,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",23.6978,120.9605
